Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ja
,19,7,956,2,كِتَابٌ أُنزِلَ إِلَيْكَ فَلَا يَكُن فِي صَدْرِكَ حَرَجٌ مِّنْهُ لِتُنذِرَ بِهِ وَذِكْرَىٰ لِلْمُؤْمِنِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_2.png,（これは）あなたに下した啓典である。あなたはそれで，もう意気そそうしてはならない。あなたが信者たちに訓戒し，警告するため（に下されたもの）である。
,19,7,957,3,اتَّبِعُوا مَا أُنزِلَ إِلَيْكُم مِّن رَّبِّكُمْ وَلَا تَتَّبِعُوا مِن دُونِهِ أَوْلِيَاءَ ۗ قَلِيلًا مَّا تَذَكَّرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_3.png,（人びとよ）主からあなたがたに下されたものに従い，かれ以外の保護者に従ってはならない。だがあなたがたの（中），教訓に留意する者は少ない。
,19,7,958,4,وَكَم مِّن قَرْيَةٍ أَهْلَكْنَاهَا فَجَاءَهَا بَأْسُنَا بَيَاتًا أَوْ هُمْ قَائِلُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_4.png,われは如何に多くの町を滅したことであろうか，わが力は夜の間に，またかれらの昼の休みに（突然）襲いかかる。
,19,7,959,5,فَمَا كَانَ دَعْوَاهُمْ إِذْ جَاءَهُم بَأْسُنَا إِلَّا أَن قَالُوا إِنَّا كُنَّا ظَالِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_5.png,わが懲罰がかれらに下った時，かれらは只「わたしたちは，本当に不義を行っていた。」と言うだけであった。
,19,7,960,6,فَلَنَسْأَلَنَّ الَّذِينَ أُرْسِلَ إِلَيْهِمْ وَلَنَسْأَلَنَّ الْمُرْسَلِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_6.png,それからわれは，使徒が遣された者たちを尋問し，また使徒たちをも尋問する。
,19,7,961,7,فَلَنَقُصَّنَّ عَلَيْهِم بِعِلْمٍ ۖ وَمَا كُنَّا غَائِبِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_7.png,それからわれは，（確かな）知識に基づいてかれらに告げるであろう。「われは決して不在（の時および所）はないのである。」
,19,7,962,8,وَالْوَزْنُ يَوْمَئِذٍ الْحَقُّ ۚ فَمَن ثَقُلَتْ مَوَازِينُهُ فَأُولَٰئِكَ هُمُ الْمُفْلِحُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_8.png,量はその日，真正である。（善行の）目方の重い者は，成功する者である。
,19,7,963,9,وَمَنْ خَفَّتْ مَوَازِينُهُ فَأُولَٰئِكَ الَّذِينَ خَسِرُوا أَنفُسَهُم بِمَا كَانُوا بِآيَاتِنَا يَظْلِمُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_9.png,また目方の軽い者は，わが印を軽んじたため自分を損う者である。
,19,7,964,10,وَلَقَدْ مَكَّنَّاكُمْ فِي الْأَرْضِ وَجَعَلْنَا لَكُمْ فِيهَا مَعَايِشَ ۗ قَلِيلًا مَّا تَشْكُرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_10.png,われは地上において，あなたがた（人間）に力をもたせ，またあなたがたのため，そこに生計の道を授けた。だがあなたがたの（中），感謝する者は僅かである。
,19,7,965,11,وَلَقَدْ خَلَقْنَاكُمْ ثُمَّ صَوَّرْنَاكُمْ ثُمَّ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ لَمْ يَكُن مِّنَ السَّاجِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_11.png,われはあなたがたを創り，形を授け，それからわれは，天使たちに向かって，「アーダムにサジダしなさい。」と告げた。それで外のものは皆サジダしたが，悪魔〔イブリース〕はサジダした者の中に加わらなかった。
,19,7,966,12,قَالَ مَا مَنَعَكَ أَلَّا تَسْجُدَ إِذْ أَمَرْتُكَ ۖ قَالَ أَنَا خَيْرٌ مِّنْهُ خَلَقْتَنِي مِن نَّارٍ وَخَلَقْتَهُ مِن طِينٍ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_12.png,かれは仰せられた。「われがあなたに命じた時，どうしてサジダしなかったのか。」悪魔は答えた。「わたしはかれよりも優れております。あなたはわたしを火から御創りになりましたが，かれを泥で創られました。」
,19,7,967,13,قَالَ فَاهْبِطْ مِنْهَا فَمَا يَكُونُ لَكَ أَن تَتَكَبَّرَ فِيهَا فَاخْرُجْ إِنَّكَ مِنَ الصَّاغِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_13.png,かれは仰せられた。「ここから落ちてしまえ。あなたはここで高慢であるべきではない。立ち去れ。あなたは本当に卑しむべき者である。」
,19,7,968,14,قَالَ أَنظِرْنِي إِلَىٰ يَوْمِ يُبْعَثُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_14.png,悪魔は答えた。「かれらが甦らされる日まで，わたしを猶予して下さい。」
,19,7,969,15,قَالَ إِنَّكَ مِنَ الْمُنظَرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_15.png,かれは，「あなたは猶予されよう。」と仰せられた。
,19,7,970,16,قَالَ فَبِمَا أَغْوَيْتَنِي لَأَقْعُدَنَّ لَهُمْ صِرَاطَكَ الْمُسْتَقِيمَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_16.png,悪魔は答えた。「あなたがわたしを惑わされたので，わたしはあなたの正しい道の上で，人々を待ち伏せるであろう。
,19,7,971,17,ثُمَّ لَآتِيَنَّهُم مِّن بَيْنِ أَيْدِيهِمْ وَمِنْ خَلْفِهِمْ وَعَنْ أَيْمَانِهِمْ وَعَن شَمَائِلِهِمْ ۖ وَلَا تَجِدُ أَكْثَرَهُمْ شَاكِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_17.png,そしてわたしは，かれらを前から，後ろから，右てからも左てからも襲いましょう。あなたはかれらの多くの者が，（御慈悲に対し）感謝しないことが御分かりになるでしょう。」
,19,7,972,18,قَالَ اخْرُجْ مِنْهَا مَذْءُومًا مَّدْحُورًا ۖ لَّمَن تَبِعَكَ مِنْهُمْ لَأَمْلَأَنَّ جَهَنَّمَ مِنكُمْ أَجْمَعِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_18.png,かれは仰せられた。「恥辱を受けて追われて，ここから出て行け。凡そかれらの中あなたに従う者があれば，われはあなたがたの人々で地獄を満たすであろう。」
,19,7,973,19,وَيَا آدَمُ اسْكُنْ أَنتَ وَزَوْجُكَ الْجَنَّةَ فَكُلَا مِنْ حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_19.png,（それからアーダムに仰せられた。） 「アーダムよ，あなたとあなたの妻は楽園に住み，随所であなたがた（の好むものを）食べなさい。只この樹に近付いて不義を犯してはならない。」
,19,7,974,20,فَوَسْوَسَ لَهُمَا الشَّيْطَانُ لِيُبْدِيَ لَهُمَا مَا وُورِيَ عَنْهُمَا مِن سَوْآتِهِمَا وَقَالَ مَا نَهَاكُمَا رَبُّكُمَا عَنْ هَٰذِهِ الشَّجَرَةِ إِلَّا أَن تَكُونَا مَلَكَيْنِ أَوْ تَكُونَا مِنَ الْخَالِدِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_20.png,その後悪魔〔シャイターン〕はかれらに(嘱?)き，今まで見えなかった恥かしいところを，あらわに示そうとして言った。「あなたがたの主が，この樹に近付くことを禁じられたのは，あなたがたが天使になり，または永遠に生きる（のを恐れられた）からである。」
,19,7,975,21,وَقَاسَمَهُمَا إِنِّي لَكُمَا لَمِنَ النَّاصِحِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_21.png,そしてかれは，かれら両人に誓っ（て言っ）た。「わたしはあなたがたの心からの忠告者である。」
,19,7,976,22,فَدَلَّاهُمَا بِغُرُورٍ ۚ فَلَمَّا ذَاقَا الشَّجَرَةَ بَدَتْ لَهُمَا سَوْآتُهُمَا وَطَفِقَا يَخْصِفَانِ عَلَيْهِمَا مِن وَرَقِ الْجَنَّةِ ۖ وَنَادَاهُمَا رَبُّهُمَا أَلَمْ أَنْهَكُمَا عَن تِلْكُمَا الشَّجَرَةِ وَأَقُل لَّكُمَا إِنَّ الشَّيْطَانَ لَكُمَا عَدُوٌّ مُّبِينٌ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_22.png,こうしてかれは両人を欺いて堕落させた。かれらがこの木を味わうと，その恥ずかしい処があらわになり，2人は園の木の葉でその身を覆い始めた。その時主は，かれらに呼びかけて仰せられた。「われはこの木をあなたがたに禁じたではないか。また悪魔〔シャイターン〕は，あなたがたの公然の敵であると告げたではないか。」
,19,7,977,23,قَالَا رَبَّنَا ظَلَمْنَا أَنفُسَنَا وَإِن لَّمْ تَغْفِرْ لَنَا وَتَرْحَمْنَا لَنَكُونَنَّ مِنَ الْخَاسِرِينَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_23.png,かれら両人は言った。「主よ，わたしたちは誤ちを犯しました。もしあなたの御赦しと慈悲を御受け出来ないならば，わたしたちは必ず失敗者の仲間になってしまいます。」
,19,7,978,24,قَالَ اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ وَلَكُمْ فِي الْأَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ إِلَىٰ حِينٍ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_24.png,かれは仰せられた。「あなたがたは落ちて行け，あなたがたは互いに敵となるであろう。あなたがたには地上に住まいと，一定の期間の恵みがあろう。」
,19,7,979,25,قَالَ فِيهَا تَحْيَوْنَ وَفِيهَا تَمُوتُونَ وَمِنْهَا تُخْرَجُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_25.png,かれは仰せられた。「そこであなたがたは生活し，死に，またそこから（復活の時に）引き出されるであろう。」
,19,7,980,26,يَا بَنِي آدَمَ قَدْ أَنزَلْنَا عَلَيْكُمْ لِبَاسًا يُوَارِي سَوْآتِكُمْ وَرِيشًا ۖ وَلِبَاسُ التَّقْوَىٰ ذَٰلِكَ خَيْرٌ ۚ ذَٰلِكَ مِنْ آيَاتِ اللَّهِ لَعَلَّهُمْ يَذَّكَّرُونَ,Al-Araf--  الأعراف,The heights,public://sura_images/7.png,public://quran_images/7_26.png,アーダムの子孫よ，われは，恥ずかしいところを覆い，また飾るために衣装をあなたがたに授けた。だが篤信という衣装こそ最も優れたものである。これはアッラーの印である。恐らくかれらは諭されるであろう。
