Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image, content_en_si
Ayah 8521,2,19,2285,35,مَا كَانَ لِلَّهِ أَن يَتَّخِذَ مِن وَلَدٍ ۖ سُبْحَانَهُ ۚ إِذَا قَضَىٰ أَمْرًا فَإِنَّمَا يَقُولُ لَهُ كُن فَيَكُونُ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_35.png,"It is not [befitting] for Allah to take a son; exalted is He! When He decrees an affair, He only says to it, ""Be,"" and it is."
Ayah 8522,2,19,2286,36,وَإِنَّ اللَّهَ رَبِّي وَرَبُّكُمْ فَاعْبُدُوهُ ۚ هَٰذَا صِرَاطٌ مُّسْتَقِيمٌ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_36.png,"[Jesus said], ""And indeed, Allah is my Lord and your Lord, so worship Him. That is a straight path."""
Ayah 8523,2,19,2287,37,فَاخْتَلَفَ الْأَحْزَابُ مِن بَيْنِهِمْ ۖ فَوَيْلٌ لِّلَّذِينَ كَفَرُوا مِن مَّشْهَدِ يَوْمٍ عَظِيمٍ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_37.png,"Then the factions differed [concerning Jesus] from among them, so woe to those who disbelieved - from the scene of a tremendous Day."
Ayah 8524,2,19,2288,38,أَسْمِعْ بِهِمْ وَأَبْصِرْ يَوْمَ يَأْتُونَنَا ۖ لَٰكِنِ الظَّالِمُونَ الْيَوْمَ فِي ضَلَالٍ مُّبِينٍ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_38.png,"How [clearly] they will hear and see the Day they come to Us, but the wrongdoers today are in clear error."
Ayah 8525,2,19,2289,39,وَأَنذِرْهُمْ يَوْمَ الْحَسْرَةِ إِذْ قُضِيَ الْأَمْرُ وَهُمْ فِي غَفْلَةٍ وَهُمْ لَا يُؤْمِنُونَ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_39.png,"And warn them, [O Muhammad], of the Day of Regret, when the matter will be concluded; and [yet], they are in [a state of] heedlessness, and they do not believe."
Ayah 8526,2,19,2290,40,إِنَّا نَحْنُ نَرِثُ الْأَرْضَ وَمَنْ عَلَيْهَا وَإِلَيْنَا يُرْجَعُونَ,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_40.png,"Indeed, it is We who will inherit the earth and whoever is on it, and to Us they will be returned."
Ayah 8527,2,19,2291,41,وَاذْكُرْ فِي الْكِتَابِ إِبْرَاهِيمَ ۚ إِنَّهُ كَانَ صِدِّيقًا نَّبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_41.png,"And mention in the Book [the story of] Abraham. Indeed, he was a man of truth and a prophet."
Ayah 8528,2,19,2292,42,إِذْ قَالَ لِأَبِيهِ يَا أَبَتِ لِمَ تَعْبُدُ مَا لَا يَسْمَعُ وَلَا يُبْصِرُ وَلَا يُغْنِي عَنكَ شَيْئًا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_42.png,"[Mention] when he said to his father, ""O my father, why do you worship that which does not hear and does not see and will not benefit you at all?"
Ayah 8529,2,19,2293,43,يَا أَبَتِ إِنِّي قَدْ جَاءَنِي مِنَ الْعِلْمِ مَا لَمْ يَأْتِكَ فَاتَّبِعْنِي أَهْدِكَ صِرَاطًا سَوِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_43.png,"O my father, indeed there has come to me of knowledge that which has not come to you, so follow me; I will guide you to an even path."
Ayah 8530,2,19,2294,44,يَا أَبَتِ لَا تَعْبُدِ الشَّيْطَانَ ۖ إِنَّ الشَّيْطَانَ كَانَ لِلرَّحْمَٰنِ عَصِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_44.png,"O my father, do not worship Satan. Indeed Satan has ever been, to the Most Merciful, disobedient."
Ayah 8531,2,19,2295,45,يَا أَبَتِ إِنِّي أَخَافُ أَن يَمَسَّكَ عَذَابٌ مِّنَ الرَّحْمَٰنِ فَتَكُونَ لِلشَّيْطَانِ وَلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_45.png,"O my father, indeed I fear that there will touch you a punishment from the Most Merciful so you would be to Satan a companion [in Hellfire]."""
Ayah 8532,2,19,2296,46,قَالَ أَرَاغِبٌ أَنتَ عَنْ آلِهَتِي يَا إِبْرَاهِيمُ ۖ لَئِن لَّمْ تَنتَهِ لَأَرْجُمَنَّكَ ۖ وَاهْجُرْنِي مَلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_46.png,"[His father] said, ""Have you no desire for my gods, O Abraham? If you do not desist, I will surely stone you, so avoid me a prolonged time."""
Ayah 8533,2,19,2297,47,قَالَ سَلَامٌ عَلَيْكَ ۖ سَأَسْتَغْفِرُ لَكَ رَبِّي ۖ إِنَّهُ كَانَ بِي حَفِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_47.png,"[Abraham] said, ""Peace will be upon you. I will ask forgiveness for you of my Lord. Indeed, He is ever gracious to me."
Ayah 8534,2,19,2298,48,وَأَعْتَزِلُكُمْ وَمَا تَدْعُونَ مِن دُونِ اللَّهِ وَأَدْعُو رَبِّي عَسَىٰ أَلَّا أَكُونَ بِدُعَاءِ رَبِّي شَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_48.png,"And I will leave you and those you invoke other than Allah and will invoke my Lord. I expect that I will not be in invocation to my Lord unhappy."""
Ayah 8535,2,19,2299,49,فَلَمَّا اعْتَزَلَهُمْ وَمَا يَعْبُدُونَ مِن دُونِ اللَّهِ وَهَبْنَا لَهُ إِسْحَاقَ وَيَعْقُوبَ ۖ وَكُلًّا جَعَلْنَا نَبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_49.png,"So when he had left them and those they worshipped other than Allah, We gave him Isaac and Jacob, and each [of them] We made a prophet."
Ayah 8536,2,19,2300,50,وَوَهَبْنَا لَهُم مِّن رَّحْمَتِنَا وَجَعَلْنَا لَهُمْ لِسَانَ صِدْقٍ عَلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_50.png,"And We gave them of Our mercy, and we made for them a reputation of high honor."
Ayah 8537,2,19,2301,51,وَاذْكُرْ فِي الْكِتَابِ مُوسَىٰ ۚ إِنَّهُ كَانَ مُخْلَصًا وَكَانَ رَسُولًا نَّبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_51.png,"And mention in the Book, Moses. Indeed, he was chosen, and he was a messenger and a prophet."
Ayah 8538,2,19,2302,52,وَنَادَيْنَاهُ مِن جَانِبِ الطُّورِ الْأَيْمَنِ وَقَرَّبْنَاهُ نَجِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_52.png,"And We called him from the side of the mount at [his] right and brought him near, confiding [to him]."
Ayah 8539,2,19,2303,53,وَوَهَبْنَا لَهُ مِن رَّحْمَتِنَا أَخَاهُ هَارُونَ نَبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_53.png,And We gave him out of Our mercy his brother Aaron as a prophet.
Ayah 8540,2,19,2304,54,وَاذْكُرْ فِي الْكِتَابِ إِسْمَاعِيلَ ۚ إِنَّهُ كَانَ صَادِقَ الْوَعْدِ وَكَانَ رَسُولًا نَّبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_54.png,"And mention in the Book, Ishmael. Indeed, he was true to his promise, and he was a messenger and a prophet."
Ayah 8541,2,19,2305,55,وَكَانَ يَأْمُرُ أَهْلَهُ بِالصَّلَاةِ وَالزَّكَاةِ وَكَانَ عِندَ رَبِّهِ مَرْضِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_55.png,And he used to enjoin on his people prayer and zakah and was to his Lord pleasing.
Ayah 8542,2,19,2306,56,وَاذْكُرْ فِي الْكِتَابِ إِدْرِيسَ ۚ إِنَّهُ كَانَ صِدِّيقًا نَّبِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_56.png,"And mention in the Book, Idrees. Indeed, he was a man of truth and a prophet."
Ayah 8543,2,19,2307,57,وَرَفَعْنَاهُ مَكَانًا عَلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_57.png,And We raised him to a high station.
Ayah 8544,2,19,2308,58,أُولَٰئِكَ الَّذِينَ أَنْعَمَ اللَّهُ عَلَيْهِم مِّنَ النَّبِيِّينَ مِن ذُرِّيَّةِ آدَمَ وَمِمَّنْ حَمَلْنَا مَعَ نُوحٍ وَمِن ذُرِّيَّةِ إِبْرَاهِيمَ وَإِسْرَائِيلَ وَمِمَّنْ هَدَيْنَا وَاجْتَبَيْنَا ۚ إِذَا تُتْلَىٰ عَلَيْهِمْ آيَاتُ الرَّحْمَٰنِ خَرُّوا سُجَّدًا وَبُكِيًّا ۩,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_58.png,"Those were the ones upon whom Allah bestowed favor from among the prophets of the descendants of Adam and of those We carried [in the ship] with Noah, and of the descendants of Abraham and Israel, and of those whom We guided and chose. When the verses of the Most Merciful were recited to them, they fell in prostration and weeping."
Ayah 8545,2,19,2309,59,۞ فَخَلَفَ مِن بَعْدِهِمْ خَلْفٌ أَضَاعُوا الصَّلَاةَ وَاتَّبَعُوا الشَّهَوَاتِ ۖ فَسَوْفَ يَلْقَوْنَ غَيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_59.png,But there came after them successors who neglected prayer and pursued desires; so they are going to meet evil -
Ayah 8546,2,19,2310,60,إِلَّا مَن تَابَ وَآمَنَ وَعَمِلَ صَالِحًا فَأُولَٰئِكَ يَدْخُلُونَ الْجَنَّةَ وَلَا يُظْلَمُونَ شَيْئًا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_60.png,"Except those who repent, believe and do righteousness; for those will enter Paradise and will not be wronged at all."
Ayah 8547,2,19,2311,61,جَنَّاتِ عَدْنٍ الَّتِي وَعَدَ الرَّحْمَٰنُ عِبَادَهُ بِالْغَيْبِ ۚ إِنَّهُ كَانَ وَعْدُهُ مَأْتِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_61.png,"[Therein are] gardens of perpetual residence which the Most Merciful has promised His servants in the unseen. Indeed, His promise has ever been coming."
Ayah 8548,2,19,2312,62,لَّا يَسْمَعُونَ فِيهَا لَغْوًا إِلَّا سَلَامًا ۖ وَلَهُمْ رِزْقُهُمْ فِيهَا بُكْرَةً وَعَشِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_62.png,"They will not hear therein any ill speech - only [greetings of] peace - and they will have their provision therein, morning and afternoon."
Ayah 8549,2,19,2313,63,تِلْكَ الْجَنَّةُ الَّتِي نُورِثُ مِنْ عِبَادِنَا مَن كَانَ تَقِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_63.png,"That is Paradise, which We give as inheritance to those of Our servants who were fearing of Allah."
Ayah 8550,2,19,2314,64,وَمَا نَتَنَزَّلُ إِلَّا بِأَمْرِ رَبِّكَ ۖ لَهُ مَا بَيْنَ أَيْدِينَا وَمَا خَلْفَنَا وَمَا بَيْنَ ذَٰلِكَ ۚ وَمَا كَانَ رَبُّكَ نَسِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_64.png,"[Gabriel said], ""And we [angels] descend not except by the order of your Lord. To Him belongs that before us and that behind us and what is in between. And never is your Lord forgetful -"
Ayah 8551,2,19,2315,65,رَّبُّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا فَاعْبُدْهُ وَاصْطَبِرْ لِعِبَادَتِهِ ۚ هَلْ تَعْلَمُ لَهُ سَمِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_65.png,"Lord of the heavens and the earth and whatever is between them - so worship Him and have patience for His worship. Do you know of any similarity to Him?"""
Ayah 8552,2,19,2316,66,وَيَقُولُ الْإِنسَانُ أَإِذَا مَا مِتُّ لَسَوْفَ أُخْرَجُ حَيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_66.png,"And the disbeliever says, ""When I have died, am I going to be brought forth alive?"""
Ayah 8553,2,19,2317,67,أَوَلَا يَذْكُرُ الْإِنسَانُ أَنَّا خَلَقْنَاهُ مِن قَبْلُ وَلَمْ يَكُ شَيْئًا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_67.png,"Does man not remember that We created him before, while he was nothing?"
Ayah 8554,2,19,2318,68,فَوَرَبِّكَ لَنَحْشُرَنَّهُمْ وَالشَّيَاطِينَ ثُمَّ لَنُحْضِرَنَّهُمْ حَوْلَ جَهَنَّمَ جِثِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_68.png,"So by your Lord, We will surely gather them and the devils; then We will bring them to be present around Hell upon their knees."
Ayah 8555,2,19,2319,69,ثُمَّ لَنَنزِعَنَّ مِن كُلِّ شِيعَةٍ أَيُّهُمْ أَشَدُّ عَلَى الرَّحْمَٰنِ عِتِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_69.png,Then We will surely extract from every sect those of them who were worst against the Most Merciful in insolence.
Ayah 8556,2,19,2320,70,ثُمَّ لَنَحْنُ أَعْلَمُ بِالَّذِينَ هُمْ أَوْلَىٰ بِهَا صِلِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_70.png,"Then, surely it is We who are most knowing of those most worthy of burning therein."
Ayah 8557,2,19,2321,71,وَإِن مِّنكُمْ إِلَّا وَارِدُهَا ۚ كَانَ عَلَىٰ رَبِّكَ حَتْمًا مَّقْضِيًّا,Maryam—مريم,Mary,public://sura_images/19.png,public://quran_images/19_71.png,And there is none of you except he will come to it. This is upon your Lord an inevitability decreed.
