Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ur
,11,2,228,221,وَلَا تَنكِحُوا الْمُشْرِكَاتِ حَتَّىٰ يُؤْمِنَّ ۚ وَلَأَمَةٌ مُّؤْمِنَةٌ خَيْرٌ مِّن مُّشْرِكَةٍ وَلَوْ أَعْجَبَتْكُمْ ۗ وَلَا تُنكِحُوا الْمُشْرِكِينَ حَتَّىٰ يُؤْمِنُوا ۚ وَلَعَبْدٌ مُّؤْمِنٌ خَيْرٌ مِّن مُّشْرِكٍ وَلَوْ أَعْجَبَكُمْ ۗ أُولَٰئِكَ يَدْعُونَ إِلَى النَّارِ ۖ وَاللَّهُ يَدْعُو إِلَى الْجَنَّةِ وَالْمَغْفِرَةِ بِإِذْنِهِ ۖ وَيُبَيِّنُ آيَاتِهِ لِلنَّاسِ لَعَلَّهُمْ يَتَذَكَّرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_221.png,تم مشرک عورتوں سے ہرگز نکاح نہ کرنا، جب تک کہ وہ ایمان نہ لے آئیں ایک مومن لونڈی مشرک شریف زادی سے بہتر ہے، اگرچہ وہ تمہیں بہت پسند ہو اور اپنی عورتوں کے نکاح مشرک مردوں سے کبھی نہ کرنا، جب تک کہ وہ ایمان نہ لے آئیں ایک مومن غلام مشرک شریف سے بہتر ہے اگرچہ وہ تمہیں بہت پسند ہو یہ لوگ تمہیں آگ کی طرف بلاتے ہیں اور اللہ اپنے اذن سے تم کو جنت اور مغفرت کی طرف بلاتا ہے، اور وہ اپنے احکام واضح طور پر لوگوں کے سامنے بیان کرتا ہے، توقع ہے کہ وہ سبق لیں گے اور نصیحت قبول کریں گے
,11,2,229,222,وَيَسْأَلُونَكَ عَنِ الْمَحِيضِ ۖ قُلْ هُوَ أَذًى فَاعْتَزِلُوا النِّسَاءَ فِي الْمَحِيضِ ۖ وَلَا تَقْرَبُوهُنَّ حَتَّىٰ يَطْهُرْنَ ۖ فَإِذَا تَطَهَّرْنَ فَأْتُوهُنَّ مِنْ حَيْثُ أَمَرَكُمُ اللَّهُ ۚ إِنَّ اللَّهَ يُحِبُّ التَّوَّابِينَ وَيُحِبُّ الْمُتَطَهِّرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_222.png,پوچھتے ہیں: حیض کا کیا حکم ہے؟ کہو: وہ ایک گندگی کی حالت ہے اس میں عورتوں سے الگ رہو اور ان کے قریب نہ جاؤ، جب تک کہ وہ پاک صاف نہ ہو جائیں پھر جب وہ پاک ہو جائیں، تو اُن کے پاس جاؤ اُس طرح جیسا کہ اللہ نے تم کو حکم دیا ہے اللہ اُن لوگوں کو پسند کرتا ہے، جو بدی سے باز رہیں اور پاکیزگی اختیار کریں
,11,2,230,223,نِسَاؤُكُمْ حَرْثٌ لَّكُمْ فَأْتُوا حَرْثَكُمْ أَنَّىٰ شِئْتُمْ ۖ وَقَدِّمُوا لِأَنفُسِكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّكُم مُّلَاقُوهُ ۗ وَبَشِّرِ الْمُؤْمِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_223.png,تمہاری عورتیں تمہاری کھیتیاں ہیں تمہیں اختیار ہے، جس طرح چاہو، اپنی کھیتی میں جاؤ، مگر اپنے مستقبل کی فکر کرو اور اللہ کی ناراضی سے بچو خوب جان لو کہ تمہیں ایک دن اُس سے ملنا ہے اور اے نبیؐ! جو تمہاری ہدایات کو مان لیں انہیں فلاح و سعادت کا مثردہ سنا دو
,11,2,231,224,وَلَا تَجْعَلُوا اللَّهَ عُرْضَةً لِّأَيْمَانِكُمْ أَن تَبَرُّوا وَتَتَّقُوا وَتُصْلِحُوا بَيْنَ النَّاسِ ۗ وَاللَّهُ سَمِيعٌ عَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_224.png,اللہ کے نام کو ایسی قسمیں کھانے کے لیے استعمال نہ کرو، جن سے مقصود نیکی اور تقویٰ اور بند گان خدا کی بھلائی کے کاموں سے باز رہنا ہو اللہ تمہاری ساری باتیں سن رہا ہے اور سب کچھ جانتا ہے
,11,2,232,225,لَّا يُؤَاخِذُكُمُ اللَّهُ بِاللَّغْوِ فِي أَيْمَانِكُمْ وَلَٰكِن يُؤَاخِذُكُم بِمَا كَسَبَتْ قُلُوبُكُمْ ۗ وَاللَّهُ غَفُورٌ حَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_225.png,جو بے معنی قسمیں تم بلا ارادہ کھا لیا کرتے ہو، اُن پر اللہ گرفت نہیں کرتا، مگر جو قسمیں تم سچے دل سے کھاتے ہو، اُن کی باز پرس وہ ضرور کرے گا اللہ بہت در گزر کرنے والا اور بردبار ہے
,11,2,233,226,لِّلَّذِينَ يُؤْلُونَ مِن نِّسَائِهِمْ تَرَبُّصُ أَرْبَعَةِ أَشْهُرٍ ۖ فَإِن فَاءُوا فَإِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_226.png,جو لوگ اپنی عورتوں سے تعلق نہ رکھنے کی قسم کھا بیٹھے ہیں، اُن کے لیے چار مہینے کی مہلت ہے اگر انہوں نے رجوع کر لیا، تو اللہ معاف کرنے والا اور رحیم ہے
,11,2,234,227,وَإِنْ عَزَمُوا الطَّلَاقَ فَإِنَّ اللَّهَ سَمِيعٌ عَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_227.png,اور اگر اُنہوں نے طلاق ہی کی ٹھان لی ہو تو جانے رہیں کہ اللہ سب کچھ سنتا اور جانتا ہے
,11,2,235,228,وَالْمُطَلَّقَاتُ يَتَرَبَّصْنَ بِأَنفُسِهِنَّ ثَلَاثَةَ قُرُوءٍ ۚ وَلَا يَحِلُّ لَهُنَّ أَن يَكْتُمْنَ مَا خَلَقَ اللَّهُ فِي أَرْحَامِهِنَّ إِن كُنَّ يُؤْمِنَّ بِاللَّهِ وَالْيَوْمِ الْآخِرِ ۚ وَبُعُولَتُهُنَّ أَحَقُّ بِرَدِّهِنَّ فِي ذَٰلِكَ إِنْ أَرَادُوا إِصْلَاحًا ۚ وَلَهُنَّ مِثْلُ الَّذِي عَلَيْهِنَّ بِالْمَعْرُوفِ ۚ وَلِلرِّجَالِ عَلَيْهِنَّ دَرَجَةٌ ۗ وَاللَّهُ عَزِيزٌ حَكِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_228.png,جن عورتوں کو طلاق دی گئی ہو، وہ تین مرتبہ ایام ماہواری آنے تک اپنے آپ کو روکے رکھیں اور اُن کے لیے یہ جائز نہیں ہے کہ اللہ نے اُن کے رحم میں جو کچھ خلق فرمایا ہو، اُسے چھپائیں اُنہیں ہرگز ایسا نہ کرنا چاہیے، اگر وہ اللہ اور روز آخر پر ایمان رکھتی ہیں اُن کے شوہر تعلقات درست کر لینے پر آمادہ ہوں، تو وہ اِس عدت کے دوران اُنہیں پھر اپنی زوجیت میں واپس لے لینے کے حق دار ہیں عورتوں کے لیے بھی معروف طریقے پر ویسے ہی حقوق ہیں، جیسے مردوں کے حقوق اُن پر ہیں البتہ مردوں کو اُن پر ایک درجہ حاصل ہے اور سب پر اللہ غالب اقتدار رکھنے والا اور حکیم و دانا موجود ہے
,11,2,236,229,الطَّلَاقُ مَرَّتَانِ ۖ فَإِمْسَاكٌ بِمَعْرُوفٍ أَوْ تَسْرِيحٌ بِإِحْسَانٍ ۗ وَلَا يَحِلُّ لَكُمْ أَن تَأْخُذُوا مِمَّا آتَيْتُمُوهُنَّ شَيْئًا إِلَّا أَن يَخَافَا أَلَّا يُقِيمَا حُدُودَ اللَّهِ ۖ فَإِنْ خِفْتُمْ أَلَّا يُقِيمَا حُدُودَ اللَّهِ فَلَا جُنَاحَ عَلَيْهِمَا فِيمَا افْتَدَتْ بِهِ ۗ تِلْكَ حُدُودُ اللَّهِ فَلَا تَعْتَدُوهَا ۚ وَمَن يَتَعَدَّ حُدُودَ اللَّهِ فَأُولَٰئِكَ هُمُ الظَّالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_229.png,طلاق دو بار ہے پھر یا تو سیدھی طرح عورت کو روک لیا جائے یا بھلے طریقے سے اس کو رخصت کر دیا جائے اور رخصت کر تے ہوئے ایسا کرنا تمہارے لیے جائز نہیں ہے کہ جو کچھ تم انہیں دے چکے ہو، اُس میں سے کچھ واپس لے لو البتہ یہ صورت مستثنیٰ ہے کہ زوجین کو اللہ کے حدود پر قائم نہ رہ سکنے کا اندیشہ ہو ایسی صورت میں اگر تمہیں یہ خوف ہو کہ وہ دونوں حدود الٰہی پر قائم نہ رہیں گے، تو اُن دونوں کے درمیان یہ معاملہ ہو جانے میں مضائقہ نہیں کہ عورت اپنے شوہر کو کچھ معاوضہ دے کر علیحدگی حاصل کر لے یہ اللہ کے مقرر کردہ حدود ہیں، اِن سے تجاوز نہ کرو اور جو لوگ حدود الٰہی سے تجاوز کریں، وہی ظالم ہیں
,11,2,237,230,فَإِن طَلَّقَهَا فَلَا تَحِلُّ لَهُ مِن بَعْدُ حَتَّىٰ تَنكِحَ زَوْجًا غَيْرَهُ ۗ فَإِن طَلَّقَهَا فَلَا جُنَاحَ عَلَيْهِمَا أَن يَتَرَاجَعَا إِن ظَنَّا أَن يُقِيمَا حُدُودَ اللَّهِ ۗ وَتِلْكَ حُدُودُ اللَّهِ يُبَيِّنُهَا لِقَوْمٍ يَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_230.png,پھر اگر (دو بارہ طلاق دینے کے بعد شوہر نے عورت کو تیسری بار) طلاق دے دی تو وہ عورت پھر اس کے لیے حلال نہ ہوگی، الّا یہ کہ اس کا نکاح کسی دوسرے شخص سے ہو اور وہ اسے طلاق دیدے تب اگر پہلا شوہر اور یہ عورت دونوں یہ خیال کریں کہ حدود الٰہی پر قائم رہیں گے، تو ان کے لیے ایک دوسرے کی طرف رجو ع کر لینے میں کوئی مضائقہ نہیں یہ اللہ کی مقرر کردہ حدیں ہیں، جنہیں وہ اُن لوگوں کی ہدایت کے لیے واضح کر رہا ہے، جو (اس کی حدود کو توڑنے کا انجام) جانتے ہیں
,11,2,238,231,وَإِذَا طَلَّقْتُمُ النِّسَاءَ فَبَلَغْنَ أَجَلَهُنَّ فَأَمْسِكُوهُنَّ بِمَعْرُوفٍ أَوْ سَرِّحُوهُنَّ بِمَعْرُوفٍ ۚ وَلَا تُمْسِكُوهُنَّ ضِرَارًا لِّتَعْتَدُوا ۚ وَمَن يَفْعَلْ ذَٰلِكَ فَقَدْ ظَلَمَ نَفْسَهُ ۚ وَلَا تَتَّخِذُوا آيَاتِ اللَّهِ هُزُوًا ۚ وَاذْكُرُوا نِعْمَتَ اللَّهِ عَلَيْكُمْ وَمَا أَنزَلَ عَلَيْكُم مِّنَ الْكِتَابِ وَالْحِكْمَةِ يَعِظُكُم بِهِ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_231.png,اور جب تم عورتوں کو طلاق دے دو اور ان کی عدت پوری ہونے کو آ جائے، تو یا بھلے طریقے سے انہیں روک لو یا بھلے طریقے سے رخصت کر دو محض ستانے کی خاطر انہیں نہ روکے رکھنا یہ زیادتی ہوگی اور جو ایسا کرے گا، وہ در حقیقت آپ اپنے ہی اوپر ظلم کرے گا اللہ کی آیات کا کھیل نہ بناؤ بھول نہ جاؤ کہ اللہ نے کس نعمت عظمیٰ سے تمہیں سرفراز کیا ہے وہ تمہیں نصیحت کرتا ہے کہ جو کتاب اور حکمت اُس نے تم پر نازل کی ہے، اس کا احترام ملحوظ رکھو اللہ سے ڈرو اور خوب جان لو کہ اللہ کو ہر بات کی خبر ہے
,11,2,239,232,وَإِذَا طَلَّقْتُمُ النِّسَاءَ فَبَلَغْنَ أَجَلَهُنَّ فَلَا تَعْضُلُوهُنَّ أَن يَنكِحْنَ أَزْوَاجَهُنَّ إِذَا تَرَاضَوْا بَيْنَهُم بِالْمَعْرُوفِ ۗ ذَٰلِكَ يُوعَظُ بِهِ مَن كَانَ مِنكُمْ يُؤْمِنُ بِاللَّهِ وَالْيَوْمِ الْآخِرِ ۗ ذَٰلِكُمْ أَزْكَىٰ لَكُمْ وَأَطْهَرُ ۗ وَاللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_232.png,جب تم اپنی عورتوں کو طلاق دے چکو اور وہ اپنی عدت پوری کر لیں، تو پھر اس میں مانع نہ ہو کہ وہ اپنے زیر تجویز شوہروں سے نکاح کر لیں، جب کہ وہ معروف طریقے سے باہم مناکحت پر راضی ہوں تمہیں نصیحت کی جاتی ہے کہ ایسی حرکت ہرگز نہ کرنا، اگر تم اللہ اور روز آخر پر ایمان لانے والے ہو تمہارے لیے شائستہ اور پاکیزہ طریقہ یہی ہے کہ اس سے باز رہو اللہ جانتا ہے، تم نہیں جانتے
,11,2,240,233,۞ وَالْوَالِدَاتُ يُرْضِعْنَ أَوْلَادَهُنَّ حَوْلَيْنِ كَامِلَيْنِ ۖ لِمَنْ أَرَادَ أَن يُتِمَّ الرَّضَاعَةَ ۚ وَعَلَى الْمَوْلُودِ لَهُ رِزْقُهُنَّ وَكِسْوَتُهُنَّ بِالْمَعْرُوفِ ۚ لَا تُكَلَّفُ نَفْسٌ إِلَّا وُسْعَهَا ۚ لَا تُضَارَّ وَالِدَةٌ بِوَلَدِهَا وَلَا مَوْلُودٌ لَّهُ بِوَلَدِهِ ۚ وَعَلَى الْوَارِثِ مِثْلُ ذَٰلِكَ ۗ فَإِنْ أَرَادَا فِصَالًا عَن تَرَاضٍ مِّنْهُمَا وَتَشَاوُرٍ فَلَا جُنَاحَ عَلَيْهِمَا ۗ وَإِنْ أَرَدتُّمْ أَن تَسْتَرْضِعُوا أَوْلَادَكُمْ فَلَا جُنَاحَ عَلَيْكُمْ إِذَا سَلَّمْتُم مَّا آتَيْتُم بِالْمَعْرُوفِ ۗ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_233.png,جو باپ چاہتے ہوں کہ ان کی اولا د پوری مدت رضاعت تک دودھ پیے، تو مائیں اپنے بچوں کو کامل دو سال دودھ پلائیں اِس صورت میں بچے کے باپ کو معروف طریقے سے انہیں کھانا کپڑا دینا ہوگا مگر کسی پر اس کی وسعت سے بڑھ کر بار نہ ڈالنا چاہیے نہ تو ماں کو اِس وجہ سے تکلیف میں ڈالا جائے کہ بچہ اس کا ہے، اور نہ باپ ہی کو اس وجہ سے تنگ کیا جائے کہ بچہ اس کا ہے دودھ پلانے والی کا یہ حق جیسا بچے کے باپ پر ہے ویسا ہی اس کے وارث پر بھی ہے لیکن اگر فریقین باہمی رضامندی اور مشورے سے دودھ چھڑانا چاہیں، تو ایسا کرنے میں کوئی مضائقہ نہیں اور اگر تمہارا خیال اپنی اولاد کو کسی غیر عورت سے دودھ پلوانے کا ہو، تو اس میں بھی کوئی حرج نہیں بشر طیکہ اس کا جو کچھ معاوضہ طے کرو، وہ معروف طریقے پر ادا کر دو اللہ سے ڈرو اور جان رکھو کہ جو کچھ تم کرتے ہو، سب اللہ کی نظر میں ہے
