Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_arj
,27,6,816,27,وَلَوْ تَرَىٰ إِذْ وُقِفُوا عَلَى النَّارِ فَقَالُوا يَا لَيْتَنَا نُرَدُّ وَلَا نُكَذِّبَ بِآيَاتِ رَبِّنَا وَنَكُونَ مِنَ الْمُؤْمِنِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_27.png,«ولو ترى» يا محمد «إذ وُقفوا» عرضوا «على النار فقالوا يا» للتنبيه «ليتنا نردُّ» إلى الدنيا «ولا نكذِّبُ بآيات ربنا ونكونُ من المؤمنين» برفع الفعلين إستئنافا ونصبهما في جواب التمني ورفع الأول ونصب الثاني وجواب لو رأيت أمرا عظيما.
,27,6,817,28,بَلْ بَدَا لَهُم مَّا كَانُوا يُخْفُونَ مِن قَبْلُ ۖ وَلَوْ رُدُّوا لَعَادُوا لِمَا نُهُوا عَنْهُ وَإِنَّهُمْ لَكَاذِبُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_28.png,قال تعالى: «بل» للإضراب عن إرادة الإيمان المفهوم من التمني «بدا» ظهر «لهم ما كانوا يخفون من قبل» يكتمون بقولهم (والله ربنا ما كنا مشركين) شهادة جوارحهم فتمنوا ذلك «ولو ردوا» إلى الدنيا فرضا «لعادوا لما نُهوا عنه» من الشرك «وإنهم لكاذبون» في وعدهم بالإيمان.
,27,6,818,29,وَقَالُوا إِنْ هِيَ إِلَّا حَيَاتُنَا الدُّنْيَا وَمَا نَحْنُ بِمَبْعُوثِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_29.png,«وقالوا» أي منكر والبعث «إن» ما «هي» أي الحياة «إلا حياتنا الدنيا ومانحن بمبعوثين».
,27,6,819,30,وَلَوْ تَرَىٰ إِذْ وُقِفُوا عَلَىٰ رَبِّهِمْ ۚ قَالَ أَلَيْسَ هَٰذَا بِالْحَقِّ ۚ قَالُوا بَلَىٰ وَرَبِّنَا ۚ قَالَ فَذُوقُوا الْعَذَابَ بِمَا كُنتُمْ تَكْفُرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_30.png,«ولو ترى إذ وقفوا» عرضوا «على ربِّهم» لرأيت أمرا عظيما «قال» لهم على لسان الملائكة توبيخا «أليس هذا» البعث والحساب «بالحق قالوا بلى وربِّنا» إنه لحق «قال فذوقوا العذاب بما كنتم تكفرون» به في الدنيا.
,27,6,820,31,قَدْ خَسِرَ الَّذِينَ كَذَّبُوا بِلِقَاءِ اللَّهِ ۖ حَتَّىٰ إِذَا جَاءَتْهُمُ السَّاعَةُ بَغْتَةً قَالُوا يَا حَسْرَتَنَا عَلَىٰ مَا فَرَّطْنَا فِيهَا وَهُمْ يَحْمِلُونَ أَوْزَارَهُمْ عَلَىٰ ظُهُورِهِمْ ۚ أَلَا سَاءَ مَا يَزِرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_31.png,«قد خسر الذين كذَّبوا بلقاء الله» بالبعث «حتى» غاية للتكذيب «إذا جاءتهم الساعة» القيامة «بغتة» فجأة «قالوا يا حسرتنا» هي شدة التألم ونداؤها مجاز أي هذا أوانك فاحضري «على ما فرَّطنا» قصَّرنا «فيها» أي الدنيا «وهم يحملون أوزارهم على ظهورهم» بأن تأتيهم عند البعث في أقبح شيء صورة وأنتنه ريحا فتركبهم «ألا ساء» بئس «ما يزرون» يحملونه حملهم ذلك.
,27,6,821,32,وَمَا الْحَيَاةُ الدُّنْيَا إِلَّا لَعِبٌ وَلَهْوٌ ۖ وَلَلدَّارُ الْآخِرَةُ خَيْرٌ لِّلَّذِينَ يَتَّقُونَ ۗ أَفَلَا تَعْقِلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_32.png,«وما الحياة الدنيا» أي الاشتغال بها «إلا لعب ولهو» وأما الطاعة وما يعين عليها فمن أمور الآخرة «وللدَّار الاخرةُ» وفي قراءة ولدار الآخرة أي الجنة «خير للذين يتقون» الشرك «أفلا يعقلون» بالياء والتاء ذلك فيؤمنون.
,27,6,822,33,قَدْ نَعْلَمُ إِنَّهُ لَيَحْزُنُكَ الَّذِي يَقُولُونَ ۖ فَإِنَّهُمْ لَا يُكَذِّبُونَكَ وَلَٰكِنَّ الظَّالِمِينَ بِآيَاتِ اللَّهِ يَجْحَدُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_33.png,«قد» للتحقيق «نعلم إنه» أي الشأن «ليحزنك الذي يقولون» لك من التكذيب «فإنهم لا يكذِّبونك» في السر لعلمهم أنك صادق وفي قراءة بالتخفيف أي لا ينسبونك إلى الكذب «ولكن الظالمين» وضعه موضع المضمر «يآيات الله» القرآن «يجحدون» يكذبون.
,27,6,823,34,وَلَقَدْ كُذِّبَتْ رُسُلٌ مِّن قَبْلِكَ فَصَبَرُوا عَلَىٰ مَا كُذِّبُوا وَأُوذُوا حَتَّىٰ أَتَاهُمْ نَصْرُنَا ۚ وَلَا مُبَدِّلَ لِكَلِمَاتِ اللَّهِ ۚ وَلَقَدْ جَاءَكَ مِن نَّبَإِ الْمُرْسَلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_34.png,«ولقد كذِّبت رسل من قبلك» فيه تسلية للنبي صلى الله عليه وسلم «فصبروا على ما كذِّبوا وأوذوا حتى أتاهم نصرنا» بإهلاك قومهم فاصبر حتى يأتيك النصر بإهلاك قومك «ولا مبدِّل لكلمات الله» مواعيده «ولقد جاءك من نبأ المرسلين» ما يسكن به قلبك.
,27,6,824,35,وَإِن كَانَ كَبُرَ عَلَيْكَ إِعْرَاضُهُمْ فَإِنِ اسْتَطَعْتَ أَن تَبْتَغِيَ نَفَقًا فِي الْأَرْضِ أَوْ سُلَّمًا فِي السَّمَاءِ فَتَأْتِيَهُم بِآيَةٍ ۚ وَلَوْ شَاءَ اللَّهُ لَجَمَعَهُمْ عَلَى الْهُدَىٰ ۚ فَلَا تَكُونَنَّ مِنَ الْجَاهِلِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_35.png,«وإن كان كبر» عظم «عليك إعراضهم» عن الإسلام لحرصك عليهم «فإن استطعت أن تبتغى نفقا» سربا «في الأرض أو سلَّما» مصعدا «في السماء فتأتيهم بآية» مما اقترحوا فافعل، المعنى أنك لا تستطيع ذلك فاصبر حتى يحكم الله، «ولو شاء الله» هدايتهم «لجمعهم على الهدى» ولكن لو لم يشأ ذلك فلم يؤمنوا «فلا تكوننَّ من الجاهلين» بذلك.
,27,6,825,36,۞ إِنَّمَا يَسْتَجِيبُ الَّذِينَ يَسْمَعُونَ ۘ وَالْمَوْتَىٰ يَبْعَثُهُمُ اللَّهُ ثُمَّ إِلَيْهِ يُرْجَعُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_36.png,«إنَّما يستجيب» دعاءك إلى الإيمان «الذين يسمعون» سمع تفهُّم واعتبار «و الموتى» أي الكفار شبههم بهم في عدم السماع «يبعثهم الله» في الآخرة «ثم إليه يرجعون» يُردون فيجازيهم بأعمالهم.
,27,6,826,37,وَقَالُوا لَوْلَا نُزِّلَ عَلَيْهِ آيَةٌ مِّن رَّبِّهِ ۚ قُلْ إِنَّ اللَّهَ قَادِرٌ عَلَىٰ أَن يُنَزِّلَ آيَةً وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_37.png,«وقالوا» أي كفار مكة «لولا» هلا «نزَّل عليه آية من ربه» كالناقة والعصا والمائدة «قل» لهم «إن الله قادر على أن ينزِّل» بالتشديد والتخفيف «آية» مما اقترحوا «ولكن أكثرهم لا يعلمون» أن نزولها بلاء عليهم لوجوب هلاكهم إن جحدوها.
,27,6,827,38,وَمَا مِن دَابَّةٍ فِي الْأَرْضِ وَلَا طَائِرٍ يَطِيرُ بِجَنَاحَيْهِ إِلَّا أُمَمٌ أَمْثَالُكُم ۚ مَّا فَرَّطْنَا فِي الْكِتَابِ مِن شَيْءٍ ۚ ثُمَّ إِلَىٰ رَبِّهِمْ يُحْشَرُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_38.png,«وما من» زائدة «دابة» تمشي «في الأرض ولا طائر يطير» في الهواء «بجناحيه إلا أمم أمثالكم» في تدبير خلقها ورزقها وأحوالها «ما فرطنا» تركنا «في الكتاب» اللوح المحفوظ «من» زائدة «شىء» فلم نكتبه «ثم إلى ربهم يحشرون» بينهم ويقتص للجماء من القرناه ثم يقول لهم كونوا ترابا.
,27,6,828,39,وَالَّذِينَ كَذَّبُوا بِآيَاتِنَا صُمٌّ وَبُكْمٌ فِي الظُّلُمَاتِ ۗ مَن يَشَإِ اللَّهُ يُضْلِلْهُ وَمَن يَشَأْ يَجْعَلْهُ عَلَىٰ صِرَاطٍ مُّسْتَقِيمٍ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_39.png,«والذين كذبوا بآياتنا» القرآن «صم» عن سماعه سماع قبول «وبكم» عن النطق بالحق «في الظلمات» الكفر «من يشأ الله» إضلاله «يضلله ومن يشأ» هدايته «يجعله على صراط» طريق «مستقيم» دين الإسلام.
,27,6,829,40,قُلْ أَرَأَيْتَكُمْ إِنْ أَتَاكُمْ عَذَابُ اللَّهِ أَوْ أَتَتْكُمُ السَّاعَةُ أَغَيْرَ اللَّهِ تَدْعُونَ إِن كُنتُمْ صَادِقِينَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_40.png,«قل» يا محمد لأهل مكة «أرأيتكم» أخبروني «أن أتاكم عذاب الله» في الدنيا «أو أتتكم الساعة» القيامة المشتملة عليه بغتة «أغير الله تدعون» لا «إن كنتم صادقين» في أن الأصنام تنفعكم فادعوها.
,27,6,830,41,بَلْ إِيَّاهُ تَدْعُونَ فَيَكْشِفُ مَا تَدْعُونَ إِلَيْهِ إِن شَاءَ وَتَنسَوْنَ مَا تُشْرِكُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_41.png,«بل إياه» لا غيره «تدعون» في الشدائد «فيكشف ما تدعون إليه» أن يكشفه عنكم من الضر ونحوه «إن شاء» كشفه «وتنسَوْن» تتركون «ما تشركون» معه من الأصنام فلا تدعونه.
,27,6,831,42,وَلَقَدْ أَرْسَلْنَا إِلَىٰ أُمَمٍ مِّن قَبْلِكَ فَأَخَذْنَاهُم بِالْبَأْسَاءِ وَالضَّرَّاءِ لَعَلَّهُمْ يَتَضَرَّعُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_42.png,«ولقد أرسلنا إلى أمم من» زائدة «قبلك» رسلا فكذبوهم «فأخذناهم بالبأساء» شدة الفقر «والضراء» المرض «لعلهم يتضرعون» يتذللون فيؤمنون.
,27,6,832,43,فَلَوْلَا إِذْ جَاءَهُم بَأْسُنَا تَضَرَّعُوا وَلَٰكِن قَسَتْ قُلُوبُهُمْ وَزَيَّنَ لَهُمُ الشَّيْطَانُ مَا كَانُوا يَعْمَلُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_43.png,«فلولا» فهلا «إذ جاءهم بأسنا» عذابنا «تضرَّعوا» أي لم يفعلوا ذلك مع قيام المقتضي له «ولكن قست قلوبهم» فلم تلن للإيمان «وزيَّن لهم الشيطان ما كانوا يعملون» من المعاصي فأصرُّوا عليها.
,27,6,833,44,فَلَمَّا نَسُوا مَا ذُكِّرُوا بِهِ فَتَحْنَا عَلَيْهِمْ أَبْوَابَ كُلِّ شَيْءٍ حَتَّىٰ إِذَا فَرِحُوا بِمَا أُوتُوا أَخَذْنَاهُم بَغْتَةً فَإِذَا هُم مُّبْلِسُونَ,Al-Anaam—الأنعام,The cattle,public://sura_images/6.png,public://quran_images/6_44.png,«فلما نسوا» تركوا «ما ذكروا» وُعظوا وخوفوا «به» من البأساء والضراء فلم يتعظوا «فتحنا» بالتخفيف والتشديد «عليهم أبواب كلِّ شيء» من النعم استدراجا لهم «حتى إذا فرحوا بما أوتوا» فرح بطر «أخذناهم» بالعذاب «بغتة» فجأة «فإذا هم مبلسون» آيسون من كل خير.
